id,delivery_satisfaction,food_quality_satisfaction,delivery_time_satisfaction,order_accuracy,delivery_satisfaction_level,food_quality_level
4868,2,2,2,Yes,Medium,Medium
4869,4,4,4,Yes,High,High
4870,4,4,4,No,High,High
4871,3,3,3,Yes,Medium,Medium
4872,5,5,5,Yes,High,High
4873,3,3,3,Yes,Medium,Medium
4874,1,1,1,Yes,Low,Low
4875,5,5,5,Yes,High,High
4876,5,5,5,Yes,High,High
4877,2,2,2,Yes,Medium,Medium
4878,1,1,1,Yes,Low,Low
4879,5,5,5,No,High,High
4880,2,2,2,Yes,Medium,Medium
4881,3,3,3,No,Medium,Medium
4882,5,5,5,Yes,High,High
4883,3,3,3,Yes,Medium,Medium
4884,4,4,4,No,High,High
4885,5,5,5,Yes,High,High
4886,2,2,2,Yes,Medium,Medium
4887,5,5,5,Yes,High,High
4888,1,1,1,Yes,Low,Low
4889,3,3,3,No,Medium,Medium
4890,5,5,5,Yes,High,High
4891,3,3,3,Yes,Medium,Medium
4892,5,5,5,Yes,High,High
4893,2,2,2,No,Medium,Medium
4894,4,4,4,Yes,High,High
4895,3,3,3,Yes,Medium,Medium
4896,1,1,1,Yes,Low,Low
4897,5,5,5,Yes,High,High
4898,2,2,2,No,Medium,Medium
4899,4,4,4,Yes,High,High
4900,5,5,5,Yes,High,High
4901,2,2,2,Yes,Medium,Medium
4902,5,5,5,Yes,High,High
4903,3,3,3,No,Medium,Medium
4904,1,1,1,Yes,Low,Low
4905,5,5,5,Yes,High,High
4906,3,3,3,Yes,Medium,Medium
4907,2,2,2,Yes,Medium,Medium
4908,2,2,2,Yes,Medium,Medium
4909,4,4,4,Yes,High,High
4910,4,4,4,No,High,High
4911,3,3,3,Yes,Medium,Medium
4912,5,5,5,Yes,High,High
4913,3,3,3,Yes,Medium,Medium
4914,1,1,1,Yes,Low,Low
4915,5,5,5,Yes,High,High
4916,5,5,5,Yes,High,High
4917,2,2,2,Yes,Medium,Medium
4918,1,1,1,Yes,Low,Low
4919,5,5,5,No,High,High
4920,2,2,2,Yes,Medium,Medium
4921,3,3,3,No,Medium,Medium
4922,5,5,5,Yes,High,High
4923,3,3,3,Yes,Medium,Medium
4924,4,4,4,No,High,High
4925,5,5,5,Yes,High,High
4926,2,2,2,Yes,Medium,Medium
4927,5,5,5,Yes,High,High
4928,1,1,1,Yes,Low,Low
4929,3,3,3,No,Medium,Medium
4930,5,5,5,Yes,High,High
4931,3,3,3,Yes,Medium,Medium
4932,5,5,5,Yes,High,High
4933,2,2,2,No,Medium,Medium
4934,4,4,4,Yes,High,High
4935,3,3,3,Yes,Medium,Medium
4936,1,1,1,Yes,Low,Low
4937,5,5,5,Yes,High,High
4938,2,2,2,No,Medium,Medium
4939,4,4,4,Yes,High,High
4940,5,5,5,Yes,High,High
4941,2,2,2,Yes,Medium,Medium
4942,5,5,5,Yes,High,High
4943,3,3,3,No,Medium,Medium
4944,1,1,1,Yes,Low,Low
4945,5,5,5,Yes,High,High
4946,3,3,3,Yes,Medium,Medium
4947,2,2,2,Yes,Medium,Medium
4948,2,2,2,Yes,Medium,Medium
4949,4,4,4,Yes,High,High
4950,4,4,4,No,High,High
4951,3,3,3,Yes,Medium,Medium
4952,5,5,5,Yes,High,High
4953,3,3,3,Yes,Medium,Medium
4954,1,1,1,Yes,Low,Low
4955,5,5,5,Yes,High,High
4956,5,5,5,Yes,High,High
4957,2,2,2,Yes,Medium,Medium
4958,1,1,1,Yes,Low,Low
4959,5,5,5,No,High,High
4960,2,2,2,Yes,Medium,Medium
4961,3,3,3,No,Medium,Medium
4962,5,5,5,Yes,High,High
4963,3,3,3,Yes,Medium,Medium
4964,4,4,4,No,High,High
4965,4,4,4,Yes,High,High
4966,3,3,3,Yes,Medium,Medium
4967,1,1,1,Yes,Low,Low
4968,5,5,5,Yes,High,High
4969,2,2,2,No,Medium,Medium
4970,4,4,4,Yes,High,High
4971,5,5,5,Yes,High,High
4972,2,2,2,Yes,Medium,Medium
4973,5,5,5,No,High,High
4974,3,3,3,Yes,Medium,Medium
4975,1,1,1,Yes,Low,Low
4976,5,5,5,Yes,High,High
4977,3,3,3,Yes,Medium,Medium
4978,2,2,2,No,Medium,Medium
4979,2,2,2,Yes,Medium,Medium
4980,4,4,4,Yes,High,High
4981,4,4,4,Yes,High,High
4982,3,3,3,Yes,Medium,Medium
4983,5,5,5,No,High,High
4984,3,3,3,Yes,Medium,Medium
4985,1,1,1,Yes,Low,Low
4986,5,5,5,Yes,High,High
4987,5,5,5,Yes,High,High
4988,2,2,2,Yes,Medium,Medium
4989,1,1,1,Yes,Low,Low
4990,5,5,5,No,High,High
4991,2,2,2,Yes,Medium,Medium
4992,3,3,3,Yes,Medium,Medium
4993,5,5,5,Yes,High,High
4994,3,3,3,Yes,Medium,Medium
4995,4,4,4,Yes,High,High
4996,5,5,5,Yes,High,High
4997,2,2,2,Yes,Medium,Medium
4998,5,5,5,Yes,High,High
4999,1,1,1,No,Low,Low
5000,3,3,3,Yes,Medium,Medium
5001,5,5,5,No,High,High
5002,3,3,3,Yes,Medium,Medium
5003,5,5,5,Yes,High,High
5004,2,2,2,No,Medium,Medium
5005,4,4,4,Yes,High,High
5006,3,3,3,Yes,Medium,Medium
5007,1,1,1,Yes,Low,Low
5008,5,5,5,Yes,High,High
5009,2,2,2,No,Medium,Medium
5010,4,4,4,Yes,High,High
5011,5,5,5,Yes,High,High
5012,2,2,2,Yes,Medium,Medium
5013,5,5,5,No,High,High
5014,3,3,3,Yes,Medium,Medium
5015,1,1,1,Yes,Low,Low
5016,5,5,5,Yes,High,High
5017,3,3,3,Yes,Medium,Medium
5018,2,2,2,No,Medium,Medium
5019,2,2,2,Yes,Medium,Medium
5020,4,4,4,Yes,High,High
5021,4,4,4,Yes,High,High
5022,3,3,3,Yes,Medium,Medium
5023,5,5,5,No,High,High
5024,3,3,3,Yes,Medium,Medium
5025,1,1,1,Yes,Low,Low
5026,5,5,5,Yes,High,High
5027,5,5,5,Yes,High,High
5028,2,2,2,Yes,Medium,Medium
5029,1,1,1,Yes,Low,Low
5030,5,5,5,No,High,High
5031,2,2,2,Yes,Medium,Medium
5032,3,3,3,Yes,Medium,Medium
5033,5,5,5,Yes,High,High
5034,3,3,3,Yes,Medium,Medium
5035,4,4,4,Yes,High,High
5036,5,5,5,Yes,High,High
5037,2,2,2,Yes,Medium,Medium
5038,5,5,5,Yes,High,High
5039,1,1,1,No,Low,Low
5040,3,3,3,Yes,Medium,Medium
5041,5,5,5,No,High,High
5042,3,3,3,Yes,Medium,Medium
5043,5,5,5,Yes,High,High
5044,2,2,2,No,Medium,Medium
5045,4,4,4,Yes,High,High
5046,3,3,3,Yes,Medium,Medium
5047,1,1,1,Yes,Low,Low
5048,5,5,5,Yes,High,High
5049,2,2,2,No,Medium,Medium
5050,4,4,4,Yes,High,High
5051,5,5,5,Yes,High,High
5052,2,2,2,Yes,Medium,Medium
5053,5,5,5,No,High,High
5054,3,3,3,Yes,Medium,Medium
5055,1,1,1,Yes,Low,Low
5056,5,5,5,Yes,High,High
5057,3,3,3,Yes,Medium,Medium
5058,2,2,2,No,Medium,Medium
5059,2,2,2,Yes,Medium,Medium
5060,4,4,4,Yes,High,High
5061,4,4,4,Yes,High,High
5062,3,3,3,Yes,Medium,Medium
5063,5,5,5,No,High,High
5064,3,3,3,Yes,Medium,Medium
5065,1,1,1,Yes,Low,Low
5066,5,5,5,Yes,High,High
5067,5,5,5,Yes,High,High
5068,2,2,2,Yes,Medium,Medium
5069,1,1,1,Yes,Low,Low
5070,5,5,5,No,High,High
5071,2,2,2,Yes,Medium,Medium
5072,3,3,3,Yes,Medium,Medium
5073,5,5,5,Yes,High,High
5074,3,3,3,Yes,Medium,Medium
5075,4,4,4,Yes,High,High
5076,5,5,5,Yes,High,High
5077,2,2,2,Yes,Medium,Medium
5078,5,5,5,Yes,High,High
5079,1,1,1,No,Low,Low
5080,3,3,3,Yes,Medium,Medium
5081,5,5,5,No,High,High
5082,3,3,3,Yes,Medium,Medium
5083,5,5,5,Yes,High,High
5084,2,2,2,No,Medium,Medium
5085,4,4,4,Yes,High,High
5086,3,3,3,Yes,Medium,Medium
5087,1,1,1,Yes,Low,Low
5088,5,5,5,Yes,High,High
5089,2,2,2,No,Medium,Medium
5090,4,4,4,Yes,High,High
5091,5,5,5,Yes,High,High
5092,2,2,2,Yes,Medium,Medium
5093,5,5,5,No,High,High
5094,3,3,3,Yes,Medium,Medium
5095,1,1,1,Yes,Low,Low
5096,5,5,5,Yes,High,High
5097,3,3,3,Yes,Medium,Medium
5098,2,2,2,No,Medium,Medium
5099,2,2,2,Yes,Medium,Medium
5100,4,4,4,Yes,High,High
5101,4,4,4,Yes,High,High
5102,3,3,3,Yes,Medium,Medium
5103,5,5,5,No,High,High
5104,3,3,3,Yes,Medium,Medium
5105,1,1,1,Yes,Low,Low
5106,5,5,5,Yes,High,High
5107,5,5,5,Yes,High,High
5108,2,2,2,Yes,Medium,Medium
5109,1,1,1,Yes,Low,Low
5110,5,5,5,No,High,High
5111,2,2,2,Yes,Medium,Medium
5112,3,3,3,Yes,Medium,Medium
5113,5,5,5,Yes,High,High
5114,3,3,3,Yes,Medium,Medium
5115,4,4,4,Yes,High,High
5116,5,5,5,Yes,High,High
5117,2,2,2,Yes,Medium,Medium
5118,5,5,5,Yes,High,High
5119,1,1,1,No,Low,Low
5120,3,3,3,Yes,Medium,Medium
5121,5,5,5,No,High,High
5122,3,3,3,Yes,Medium,Medium
5123,5,5,5,Yes,High,High
5124,2,2,2,No,Medium,Medium
5125,4,4,4,Yes,High,High
5126,3,3,3,Yes,Medium,Medium
5127,1,1,1,Yes,Low,Low
5128,5,5,5,Yes,High,High
5129,2,2,2,No,Medium,Medium
5130,4,4,4,Yes,High,High
5131,5,5,5,Yes,High,High
5132,2,2,2,Yes,Medium,Medium
5133,5,5,5,No,High,High
5134,3,3,3,Yes,Medium,Medium
5135,1,1,1,Yes,Low,Low
5136,5,5,5,Yes,High,High
5137,3,3,3,Yes,Medium,Medium
5138,2,2,2,No,Medium,Medium
5139,2,2,2,Yes,Medium,Medium
5140,4,4,4,Yes,High,High
5141,4,4,4,Yes,High,High
5142,3,3,3,Yes,Medium,Medium
5143,5,5,5,No,High,High
5144,3,3,3,Yes,Medium,Medium
5145,1,1,1,Yes,Low,Low
5146,5,5,5,Yes,High,High
5147,5,5,5,Yes,High,High
5148,2,2,2,Yes,Medium,Medium
5149,1,1,1,Yes,Low,Low
5150,5,5,5,No,High,High
5151,2,2,2,Yes,Medium,Medium
5152,3,3,3,Yes,Medium,Medium
5176,5,5,5,Yes,High,High
5177,3,3,3,Yes,Medium,Medium
5178,4,2,2,No,High,Medium
5179,5,2,2,Yes,High,Medium
5180,2,4,4,Yes,Medium,High
5181,5,4,4,Yes,High,High
5182,1,3,3,Yes,Low,Medium
5183,3,5,5,No,Medium,High
5184,5,3,3,Yes,High,Medium
5185,3,1,1,Yes,Medium,Low
5186,5,5,5,Yes,High,High
5187,2,5,5,Yes,Medium,High
5188,4,2,2,Yes,High,Medium
5189,3,1,1,Yes,Medium,Low
5190,1,5,5,No,Low,High
5191,5,2,2,Yes,High,Medium
5192,2,3,3,Yes,Medium,Medium
5194,5,5,5,Yes,High,High
5195,2,3,3,Yes,Medium,Medium
5196,5,4,4,Yes,High,High
5197,3,5,5,Yes,Medium,High
5198,1,2,2,Yes,Low,Medium
5199,5,5,5,No,High,High
5200,3,1,1,Yes,Medium,Low
5201,2,3,3,No,Medium,Medium
5202,2,5,5,Yes,Medium,High
5203,4,3,3,Yes,High,Medium
5204,4,5,5,No,High,High
5205,3,2,2,Yes,Medium,Medium
5206,5,4,4,Yes,High,High
5207,3,3,3,Yes,Medium,Medium
5208,1,1,1,Yes,Low,Low
5209,5,5,5,No,High,High
5210,5,2,2,Yes,High,Medium
5211,2,4,4,Yes,Medium,High
5212,1,5,5,Yes,Low,High
5213,5,2,2,No,High,Medium
5214,2,5,5,Yes,Medium,High
5215,3,3,3,Yes,Medium,Medium
5216,5,1,1,Yes,High,Low
5217,3,5,5,Yes,Medium,High
5218,4,3,3,No,High,Medium
5219,5,2,2,Yes,High,Medium
5220,2,2,2,Yes,Medium,Medium
5221,5,4,4,Yes,High,High
5222,1,4,4,Yes,Low,High
5223,3,3,3,No,Medium,Medium
5224,5,5,5,Yes,High,High
5225,3,3,3,Yes,Medium,Medium
5226,5,1,1,Yes,High,Low
5227,2,5,5,Yes,Medium,High
5228,4,5,5,Yes,High,High
5229,3,2,2,Yes,Medium,Medium
5230,1,1,1,No,Low,Low
5231,5,5,5,Yes,High,High
5232,2,2,2,Yes,Medium,Medium
5233,4,3,3,Yes,High,Medium
5234,4,4,4,Yes,High,High
5235,3,3,3,Yes,Medium,Medium
5236,1,1,1,Yes,Low,Low
5237,5,5,5,Yes,High,High
5238,2,2,2,Yes,Medium,Medium
5239,4,4,4,No,High,High
5240,5,5,5,Yes,High,High
5241,2,2,2,No,Medium,Medium
5242,5,5,5,Yes,High,High
5243,3,3,3,Yes,Medium,Medium
5244,1,1,1,No,Low,Low
5245,5,5,5,Yes,High,High
5246,3,3,3,Yes,Medium,Medium
5247,2,2,2,Yes,Medium,Medium
5248,2,2,2,Yes,Medium,Medium
5249,4,4,4,No,High,High
5250,4,4,4,Yes,High,High
5251,3,3,3,Yes,Medium,Medium
5252,5,5,5,Yes,High,High
5253,3,3,3,No,Medium,Medium
5254,1,1,1,Yes,Low,Low
5255,5,5,5,Yes,High,High
5256,5,5,5,Yes,High,High
5257,2,2,2,Yes,Medium,Medium
5258,1,1,1,No,Low,Low
5259,5,5,5,Yes,High,High
5260,2,2,2,Yes,Medium,Medium
5261,3,3,3,Yes,Medium,Medium
5262,5,5,5,Yes,High,High
5263,3,3,3,No,Medium,Medium
5264,4,4,4,Yes,High,High
5265,5,5,5,Yes,High,High
5266,2,2,2,Yes,Medium,Medium
5267,5,5,5,Yes,High,High
5268,1,1,1,Yes,Low,Low
5269,3,3,3,Yes,Medium,Medium
5270,5,5,5,No,High,High
5271,3,3,3,Yes,Medium,Medium
5272,5,5,5,Yes,High,High
5273,2,2,2,Yes,Medium,Medium
5274,4,4,4,Yes,High,High
5275,3,3,3,Yes,Medium,Medium
5276,1,1,1,Yes,Low,Low
5277,5,5,5,Yes,High,High
5278,2,2,2,Yes,Medium,Medium
5279,4,4,4,No,High,High
5280,5,5,5,Yes,High,High
5281,2,2,2,No,Medium,Medium
5282,5,5,5,Yes,High,High
5283,3,3,3,Yes,Medium,Medium
5284,1,1,1,No,Low,Low
5285,5,5,5,Yes,High,High
5286,3,3,3,Yes,Medium,Medium
5287,2,2,2,Yes,Medium,Medium
5288,2,2,2,Yes,Medium,Medium
5289,4,4,4,No,High,High
5290,4,4,4,Yes,High,High
5291,3,3,3,Yes,Medium,Medium
5292,5,5,5,Yes,High,High
5293,3,3,3,No,Medium,Medium
5294,1,1,1,Yes,Low,Low
5295,5,5,5,Yes,High,High
5296,5,5,5,Yes,High,High
5297,2,2,2,Yes,Medium,Medium
5298,1,1,1,No,Low,Low
5299,5,5,5,Yes,High,High
5300,2,2,2,Yes,Medium,Medium
5301,3,3,3,Yes,Medium,Medium
5302,5,5,5,Yes,High,High
5303,3,3,3,No,Medium,Medium
5304,4,4,4,Yes,High,High
5305,5,5,5,Yes,High,High
5306,2,2,2,Yes,Medium,Medium
5307,5,5,5,Yes,High,High
5308,1,1,1,Yes,Low,Low
5309,3,3,3,Yes,Medium,Medium
5310,5,5,5,No,High,High
5311,3,3,3,Yes,Medium,Medium
5312,5,5,5,Yes,High,High
5313,2,2,2,Yes,Medium,Medium
5314,4,4,4,Yes,High,High
5315,3,3,3,Yes,Medium,Medium
5316,1,1,1,Yes,Low,Low
5317,5,5,5,Yes,High,High
5318,2,2,2,Yes,Medium,Medium
5319,4,4,4,No,High,High
5320,5,5,5,Yes,High,High
5321,2,2,2,No,Medium,Medium
5322,5,5,5,Yes,High,High
5323,3,3,3,Yes,Medium,Medium
5324,1,1,1,No,Low,Low
5325,5,5,5,Yes,High,High
5326,3,3,3,Yes,Medium,Medium
5327,2,2,2,Yes,Medium,Medium
5328,2,2,2,Yes,Medium,Medium
5329,4,4,4,No,High,High
5330,4,4,4,Yes,High,High
5331,3,3,3,Yes,Medium,Medium
5332,5,5,5,Yes,High,High
5333,3,3,3,No,Medium,Medium
5334,1,1,1,Yes,Low,Low
5335,5,5,5,Yes,High,High
5336,5,5,5,Yes,High,High
5337,2,2,2,Yes,Medium,Medium
5338,1,1,1,No,Low,Low
5339,5,5,5,Yes,High,High
5340,2,2,2,Yes,Medium,Medium
5341,3,3,3,Yes,Medium,Medium
5342,5,5,5,Yes,High,High
5343,3,3,3,No,Medium,Medium
5344,4,4,4,Yes,High,High
5345,5,5,5,Yes,High,High
5346,2,2,2,Yes,Medium,Medium
5347,5,5,5,Yes,High,High
5348,1,1,1,Yes,Low,Low
5349,3,3,3,Yes,Medium,Medium
5350,5,5,5,No,High,High
5351,3,3,3,Yes,Medium,Medium
5352,5,5,5,Yes,High,High
5353,2,2,2,Yes,Medium,Medium
5354,4,4,4,Yes,High,High
5355,3,3,3,Yes,Medium,Medium
5356,1,1,1,Yes,Low,Low
5357,5,5,5,Yes,High,High
5358,2,2,2,Yes,Medium,Medium
5359,4,4,4,No,High,High
5360,5,5,5,Yes,High,High
5361,2,2,2,No,Medium,Medium
5362,5,5,5,Yes,High,High
5363,3,3,3,Yes,Medium,Medium
5364,1,1,1,No,Low,Low
5365,5,5,5,Yes,High,High
5366,3,3,3,Yes,Medium,Medium
5367,2,2,2,Yes,Medium,Medium
5368,2,2,2,Yes,Medium,Medium
5369,4,4,4,No,High,High
5370,4,4,4,Yes,High,High
5371,3,3,3,Yes,Medium,Medium
5372,5,5,5,Yes,High,High
5373,3,3,3,No,Medium,Medium
5374,1,1,1,Yes,Low,Low
5375,5,5,5,Yes,High,High
5376,5,5,5,Yes,High,High
5377,2,2,2,Yes,Medium,Medium
5378,1,1,1,No,Low,Low
5379,5,5,5,Yes,High,High
5380,2,2,2,Yes,Medium,Medium
5381,3,3,3,Yes,Medium,Medium
5382,5,5,5,Yes,High,High
5383,3,3,3,No,Medium,Medium
5384,4,4,4,Yes,High,High
5385,5,5,5,Yes,High,High
5386,2,2,2,Yes,Medium,Medium
5387,5,5,5,Yes,High,High
5388,1,1,1,Yes,Low,Low
5389,3,3,3,Yes,Medium,Medium
5390,5,5,5,No,High,High
5391,3,3,3,Yes,Medium,Medium
5392,5,5,5,Yes,High,High
5393,2,2,2,Yes,Medium,Medium
5394,4,4,4,Yes,High,High
5395,3,3,3,Yes,Medium,Medium
5396,1,1,1,Yes,Low,Low
5397,5,5,5,Yes,High,High
5398,2,2,2,Yes,Medium,Medium
5399,4,4,4,No,High,High
5400,5,5,5,Yes,High,High
5401,2,2,2,No,Medium,Medium
5402,5,5,5,Yes,High,High
5403,3,3,3,Yes,Medium,Medium
5404,1,1,1,No,Low,Low
5405,5,5,5,Yes,High,High
5406,3,3,3,Yes,Medium,Medium
5407,2,2,2,Yes,Medium,Medium
5408,2,2,2,Yes,Medium,Medium
5409,4,4,4,No,High,High
5410,4,4,4,Yes,High,High
5411,3,3,3,Yes,Medium,Medium
5412,5,5,5,Yes,High,High
5413,3,3,3,No,Medium,Medium
5414,1,1,1,Yes,Low,Low
5415,5,5,5,Yes,High,High
5416,5,5,5,Yes,High,High
5417,2,2,2,Yes,Medium,Medium
5418,1,1,1,No,Low,Low
5419,5,5,5,Yes,High,High
5420,2,2,2,Yes,Medium,Medium
5421,3,3,3,Yes,Medium,Medium
5445,5,5,5,Yes,High,High
5446,3,3,3,Yes,Medium,Medium
5447,4,2,2,Yes,High,Medium
5448,5,2,2,Yes,High,Medium
5449,2,4,4,No,Medium,High
5450,5,4,4,Yes,High,High
5451,1,3,3,Yes,Low,Medium
5452,3,5,5,Yes,Medium,High
5453,5,3,3,No,High,Medium
5454,3,1,1,Yes,Medium,Low
5455,5,5,5,Yes,High,High
5456,2,5,5,Yes,Medium,High
5457,4,2,2,Yes,High,Medium
5458,3,1,1,No,Medium,Low
5459,1,5,5,Yes,Low,High
5460,5,2,2,Yes,High,Medium
5461,2,3,3,Yes,Medium,Medium
5463,5,5,5,No,High,High
5464,2,3,3,Yes,Medium,Medium
5465,5,4,4,Yes,High,High
5466,3,5,5,Yes,Medium,High
5467,1,2,2,Yes,Low,Medium
5468,5,5,5,Yes,High,High
5469,3,1,1,Yes,Medium,Low
5470,2,3,3,No,Medium,Medium
5471,2,5,5,Yes,Medium,High
5472,4,3,3,Yes,High,Medium
5473,4,5,5,Yes,High,High
5474,3,2,2,Yes,Medium,Medium
5475,5,4,4,Yes,High,High
5476,3,3,3,Yes,Medium,Medium
5477,1,1,1,Yes,Low,Low
5478,5,5,5,Yes,High,High
5479,5,2,2,No,High,Medium
5480,2,4,4,Yes,Medium,High
5481,1,5,5,No,Low,High
5482,5,2,2,Yes,High,Medium
5483,2,5,5,Yes,Medium,High
5484,3,3,3,No,Medium,Medium
5485,5,1,1,Yes,High,Low
5486,3,5,5,Yes,Medium,High
5487,4,3,3,Yes,High,Medium
5488,5,2,2,Yes,High,Medium
5489,2,2,2,No,Medium,Medium
5490,5,4,4,Yes,High,High
5491,1,4,4,Yes,Low,High
5492,3,3,3,Yes,Medium,Medium
5493,5,5,5,No,High,High
5494,3,3,3,Yes,Medium,Medium
5495,5,1,1,Yes,High,Low
5496,2,5,5,Yes,Medium,High
5497,4,5,5,Yes,High,High
5498,3,2,2,No,Medium,Medium
5499,1,1,1,Yes,Low,Low
5500,5,5,5,Yes,High,High
5501,2,2,2,Yes,Medium,Medium
5502,4,3,3,Yes,High,Medium
5503,5,5,5,No,High,High
5504,2,3,3,Yes,Medium,Medium
5505,5,4,4,Yes,High,High
5506,3,5,5,Yes,Medium,High
5507,1,2,2,Yes,Low,Medium
5508,5,5,5,Yes,High,High
5509,3,1,1,Yes,Medium,Low
5510,2,3,3,No,Medium,Medium
5511,2,5,5,Yes,Medium,High
5512,4,3,3,Yes,High,Medium
5513,4,5,5,Yes,High,High
5514,3,2,2,Yes,Medium,Medium
5515,5,4,4,Yes,High,High
5516,3,3,3,Yes,Medium,Medium
5517,1,1,1,Yes,Low,Low
5518,5,5,5,Yes,High,High
5519,5,2,2,No,High,Medium
5520,2,4,4,Yes,Medium,High
5521,1,5,5,No,Low,High
5522,5,2,2,Yes,High,Medium
5523,2,5,5,Yes,Medium,High
5524,3,3,3,No,Medium,Medium
5525,5,1,1,Yes,High,Low
5526,3,5,5,Yes,Medium,High
5527,4,3,3,Yes,High,Medium
5528,5,2,2,Yes,High,Medium
5529,2,2,2,No,Medium,Medium
5530,5,4,4,Yes,High,High
5531,1,4,4,Yes,Low,High
5532,3,3,3,Yes,Medium,Medium
5533,5,5,5,No,High,High
5534,3,3,3,Yes,Medium,Medium
5535,5,1,1,Yes,High,Low
5536,2,5,5,Yes,Medium,High
5537,4,5,5,Yes,High,High
5538,3,2,2,No,Medium,Medium
5539,1,1,1,Yes,Low,Low
5540,5,5,5,Yes,High,High
5541,2,2,2,Yes,Medium,Medium
5542,4,3,3,Yes,High,Medium
5543,5,5,5,No,High,High
5544,2,3,3,Yes,Medium,Medium
5545,5,4,4,Yes,High,High
5546,3,5,5,Yes,Medium,High
5547,1,2,2,Yes,Low,Medium
5548,5,5,5,Yes,High,High
5549,3,1,1,Yes,Medium,Low
5550,2,3,3,No,Medium,Medium
5551,2,5,5,Yes,Medium,High
5552,4,3,3,Yes,High,Medium
5553,4,5,5,Yes,High,High
5554,3,2,2,Yes,Medium,Medium
5555,5,4,4,Yes,High,High
5556,3,3,3,Yes,Medium,Medium
5557,1,1,1,Yes,Low,Low
5558,5,5,5,Yes,High,High
5559,5,2,2,No,High,Medium
5560,2,4,4,Yes,Medium,High
5561,1,5,5,No,Low,High
5562,5,2,2,Yes,High,Medium
5563,2,5,5,Yes,Medium,High
5564,3,3,3,No,Medium,Medium
5565,5,1,1,Yes,High,Low
5566,3,5,5,Yes,Medium,High
5567,4,3,3,Yes,High,Medium
5568,5,2,2,Yes,High,Medium
5569,2,2,2,No,Medium,Medium
5570,5,4,4,Yes,High,High
5571,1,4,4,Yes,Low,High
5572,3,3,3,Yes,Medium,Medium
5573,5,5,5,No,High,High
5574,3,3,3,Yes,Medium,Medium
5575,5,1,1,Yes,High,Low
5576,2,5,5,Yes,Medium,High
5577,4,5,5,Yes,High,High
5578,3,2,2,No,Medium,Medium
5579,1,1,1,Yes,Low,Low
5580,5,5,5,Yes,High,High
5581,2,2,2,Yes,Medium,Medium
5582,4,3,3,Yes,High,Medium
5583,5,5,5,No,High,High
5584,2,3,3,Yes,Medium,Medium
5585,5,4,4,Yes,High,High
5586,3,5,5,Yes,Medium,High
5587,1,2,2,Yes,Low,Medium
5588,5,5,5,Yes,High,High
5589,3,1,1,Yes,Medium,Low
5590,2,3,3,No,Medium,Medium
5591,2,5,5,Yes,Medium,High
5592,4,3,3,Yes,High,Medium
5593,4,5,5,Yes,High,High
5594,3,2,2,Yes,Medium,Medium
5595,5,4,4,Yes,High,High
5596,3,3,3,Yes,Medium,Medium
5597,1,1,1,Yes,Low,Low
5598,5,5,5,Yes,High,High
5599,5,2,2,No,High,Medium
5600,2,4,4,Yes,Medium,High
5601,1,5,5,No,Low,High
5602,5,2,2,Yes,High,Medium
5603,2,5,5,Yes,Medium,High
5604,3,3,3,No,Medium,Medium
5606,5,5,5,Yes,High,High
5607,3,3,3,Yes,Medium,Medium
5608,4,2,2,Yes,High,Medium
5609,5,2,2,No,High,Medium
5610,2,4,4,Yes,Medium,High
5611,5,4,4,Yes,High,High
5612,1,3,3,Yes,Low,Medium
5613,3,5,5,No,Medium,High
5614,5,3,3,Yes,High,Medium
5615,3,1,1,Yes,Medium,Low
5616,5,5,5,Yes,High,High
5617,2,5,5,Yes,Medium,High
5618,4,2,2,No,High,Medium
5619,3,1,1,Yes,Medium,Low
5620,1,5,5,Yes,Low,High
5621,5,2,2,Yes,High,Medium
5622,2,3,3,Yes,Medium,Medium
5637,3,5,4,Yes,Medium,High
5638,1,3,5,Yes,Low,Medium
5639,5,4,2,No,High,High
5640,5,5,5,Yes,High,High
5641,2,2,1,No,Medium,Medium
5642,1,5,3,Yes,Low,High
5643,5,1,5,Yes,High,Low
5644,2,3,3,No,Medium,Medium
5645,3,5,5,Yes,Medium,High
5646,5,3,2,Yes,High,Medium
5647,3,5,4,Yes,Medium,High
5648,4,2,3,Yes,High,Medium
5649,5,4,1,No,High,High
5650,2,3,5,Yes,Medium,Medium
5651,5,1,2,Yes,High,Low
5652,1,5,4,Yes,Low,High
5653,3,2,5,No,Medium,Medium
5654,5,4,2,Yes,High,High
5655,3,5,5,Yes,Medium,High
5656,5,2,3,Yes,High,Medium
5657,2,5,1,Yes,Medium,High
5658,4,3,5,No,High,Medium
5659,3,1,3,Yes,Medium,Low
5660,1,5,2,Yes,Low,High
5661,5,3,2,Yes,High,Medium
5662,2,2,4,Yes,Medium,Medium
5663,4,2,4,No,High,Medium
5664,5,4,3,Yes,High,High
5665,2,4,5,Yes,Medium,High
5666,5,3,3,Yes,High,Medium
5667,3,5,1,Yes,Medium,High
5668,1,3,5,Yes,Low,Medium
5669,5,1,5,Yes,High,Low
5670,3,5,2,No,Medium,High
5671,2,5,1,Yes,Medium,High
5672,2,2,5,Yes,Medium,Medium
5673,4,1,2,Yes,High,Low
5674,4,5,3,Yes,High,High
5675,3,2,5,Yes,Medium,Medium
5676,5,3,3,Yes,High,Medium
5677,3,5,4,Yes,Medium,High
5678,1,3,5,Yes,Low,Medium
5679,5,4,2,No,High,High
5680,5,5,5,Yes,High,High
5681,2,2,1,No,Medium,Medium
